fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20220929 133431	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	267	TRUE	113111	0.0233555855029582	0.260968411375034	323	17	8960	26800000	447
20220929 133551	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	231	TRUE	113111	0.0209714154157302	0.249143955532698	913	18	9568	27190000	448
20220929 133716	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	366	TRUE	113111	0.0244214311367693	0.250590929599924	2312	17	9001	26160000	449
20220929 133946	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	640	TRUE	113111	0.0126966652582519	0.253065091488631	1336	16	9820	26680000	450
20220929 134646	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	977	TRUE	113111	0.00506005014056891	0.457315962267843	2009	250	9825	26510000	451
20220929 135200	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	228	TRUE	113111	0.00746630833303006	0.448039575296543	190	241	8034	26500000	452
20220929 135750	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	645	TRUE	113111	0.00676929870308131	0.359081469697149	364	152	9291	26620000	453
20220929 140301	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1129	TRUE	113111	0.0052596446008302	0.29668146487013	182	18	9041	27280000	454
20220929 140512	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	185	TRUE	113111	0.0212177584272252	0.416028214284755	454	208	8701	26760000	455
20220929 140648	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	310	TRUE	113111	0.017427684824261	0.245848742042462	9	26	9621	26680000	456
20220929 140803	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	224	TRUE	113111	0.0221811576429501	0.256987189957938	385	16	9823	2.7e+07	457
20220929 141423	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	960	TRUE	113111	0.00617755294143797	0.44689252633197	1381	376	10088	26390000	458
20220929 141711	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	319	TRUE	113111	0.0142889125320004	0.370697022178766	950	291	8368	26630000	459
20220929 141909	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	283	TRUE	113111	0.0193810914994462	0.254718192281881	196	121	9547	26110000	460
20220929 142130	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	538	TRUE	113111	0.0126627119575926	0.220869466482852	102	20	9164	27200000	461
20220929 142217	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	80	TRUE	113111	0.0466892423758283	0.290583580135346	1739	206	9481	26800000	462
20220929 142454	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	234	TRUE	113111	0.0206253400599309	0.412073050283173	382	378	9254	26780000	463
20220929 142543	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	113	TRUE	113111	0.0481497500260147	0.360304562176775	2385	23	9333	26140000	464
20220929 142642	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	134	TRUE	113111	0.0433123338619071	0.367948233331566	1236	175	9253	26780000	465
20220929 142757	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	168	TRUE	113111	0.0320183841584032	0.395084540040928	1636	386	8694	27180000	466
20220929 142909	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	117	TRUE	113111	0.033210998617639	0.392660804601204	989	389	7865	26670000	467
20220929 143111	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	225	TRUE	113111	0.0188630980344633	0.365094992125004	902	354	8371	26780000	468
20220929 143219	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	128	TRUE	113111	0.0336673474711915	0.397316878016386	1347	247	8919	26890000	469
20220929 143309	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	94	TRUE	113111	0.0513937209165237	0.29236025730327	848	143	9704	26280000	470
20220929 143457	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	184	TRUE	113111	0.0235977150222543	0.330044280425332	521	189	9083	26880000	471
20220929 143610	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	65	TRUE	113111	0.0321818772614102	0.429944359671035	678	246	9190	26820000	472
20220929 143700	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	120	TRUE	113111	0.0519636957557572	0.286079390268183	4239	221	8975	26210000	473
20220929 143800	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	243	TRUE	113111	0.0496645919036889	0.344363144689515	4071	160	10016	26370000	474
20220929 143912	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	129	TRUE	113111	0.0290952496829818	0.378282576264215	1494	382	8811	26780000	475
20220929 144358	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	824	TRUE	113111	0.00709850384606921	0.378436543154495	3210	256	8367	26710000	476
20220929 144513	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	166	TRUE	113111	0.0309329449992604	0.304444230593115	1300	451	9053	26700000	477
20220929 144822	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	324	TRUE	113111	0.0179885683872619	0.380500209756142	367	477	9601	26400000	478
20220929 144931	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	95	TRUE	113111	0.0372532411257376	0.427972326791514	926	255	9836	26410000	479
20220929 145102	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	167	TRUE	113111	0.0243313981309654	0.340822520228407	1091	173	9785	26590000	480
20220929 145258	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	169	TRUE	113111	0.0224371707652726	0.342816680752665	476	240	8681	26640000	481
20220929 145551	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	310	TRUE	113111	0.0152970751449369	0.354800559658661	584	382	9905	26830000	482
20220929 145707	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	96	TRUE	113111	0.0313378453253655	0.366624001494027	718	389	10215	26450000	483
20220929 145947	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	331	TRUE	113111	0.0190268191231007	0.34551212058631	506	331	9531	26860000	484
20220929 150248	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	272	TRUE	113111	0.0197497607923987	0.389978507131001	28	353	8822	26840000	485
20220929 150557	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	329	TRUE	113111	0.0079754250444855	0.424581746323526	104	21	8772	27180000	486
